1. Qwen/QwQ-32B | pipeline=text-generation | likes=2937 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071
419. Qwen/Qwen2-1.5B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=5 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, base_model:Qwen/Qwen2-1.5B-Instruct
420. Qwen/Qwen2-0.5B-Instruct-AWQ | pipeline=text-generation | likes=5 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, base_model:Qwen/Qwen2-0.5B-Instruct
421. Qwen/Qwen2.5-Coder-7B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=5 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
422. Qwen/Qwen3-0.6B-MLX-8bit | pipeline=text-generation | likes=5 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-0.6B-Base, base_model:quantized:Qwen/Qwen3-0.6B-Base
423. Qwen/Qwen3-4B-MLX-bf16 | pipeline=text-generation | likes=5 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
424. Qwen/Qwen3-14B-MLX-8bit | pipeline=text-generation | likes=5 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-14B-Base
425. Qwen/Qwen3-30B-A3B-MLX-6bit | pipeline=text-generation | likes=5 | tags: mlx, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
426. Qwen/SAE-Res-Qwen3.5-2B-Base-W32K-L0_100 | pipeline=? | likes=5 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
427. Qwen/Qwen1.5-1.8B-Chat-AWQ | pipeline=text-generation | likes=4 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
428. Qwen/Qwen1.5-0.5B-Chat-GPTQ-Int8 | pipeline=text-generation | likes=4 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
429. Qwen/Qwen2-1.5B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=4 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, base_model:Qwen/Qwen2-1.5B-Instruct
430. Qwen/Qwen2-0.5B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=4 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, base_model:Qwen/Qwen2-0.5B-Instruct
431. Qwen/Qwen2-1.5B-Instruct-MLX | pipeline=text-generation | likes=4 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, license:apache-2.0
432. Qwen/Qwen2.5-Coder-1.5B-Instruct-AWQ | pipeline=text-generation | likes=4 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
433. Qwen/Qwen3-1.7B-MLX-4bit | pipeline=text-generation | likes=4 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-1.7B-Base, base_model:quantized:Qwen/Qwen3-1.7B-Base
434. Qwen/Qwen3-14B-MLX-6bit | pipeline=text-generation | likes=4 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, base_model:Qwen/Qwen3-14B-Base
435. Qwen/Qwen3-4B-MLX-6bit | pipeline=text-generation | likes=4 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
436. Qwen/Qwen3-32B-MLX-6bit | pipeline=text-generation | likes=4 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
437. Qwen/Qwen3-235B-A22B-MLX-6bit | pipeline=text-generation | likes=4 | tags: mlx, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
438. Qwen/SAE-Res-Qwen3-1.7B-Base-W32K-L0_50 | pipeline=? | likes=4 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
439. Qwen/SAE-Res-Qwen3-30B-A3B-Base-W128K-L0_100 | pipeline=? | likes=4 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
440. Qwen/Qwen1.5-4B-Chat-AWQ | pipeline=text-generation | likes=3 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
441. Qwen/Qwen2.5-1.5B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=3 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671
442. Qwen/Qwen2.5-3B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=3 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671
443. Qwen/Qwen2.5-3B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=3 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2407.10671
444. Qwen/Qwen2.5-Coder-1.5B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=3 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
445. Qwen/Qwen2.5-Coder-0.5B-Instruct-AWQ | pipeline=text-generation | likes=3 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
446. Qwen/Qwen3-1.7B-MLX-6bit | pipeline=text-generation | likes=3 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-1.7B-Base, base_model:quantized:Qwen/Qwen3-1.7B-Base
447. Qwen/Qwen3-1.7B-MLX-8bit | pipeline=text-generation | likes=3 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-1.7B-Base, base_model:quantized:Qwen/Qwen3-1.7B-Base
448. Qwen/Qwen3-4B-MLX-8bit | pipeline=text-generation | likes=3 | tags: mlx, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, arxiv:2505.09388, license:apache-2.0
449. Qwen/SAE-Res-Qwen3-1.7B-Base-W32K-L0_100 | pipeline=? | likes=3 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
450. Qwen/SAE-Res-Qwen3-30B-A3B-Base-W32K-L0_50 | pipeline=? | likes=3 | tags: topk_sae, sparse-autoencoder, sae, mechanistic-interpretability, interpretability, qwen-scope, arxiv:2605.11887, en
451. Qwen/Qwen1.5-1.8B-Chat-GPTQ-Int8 | pipeline=text-generation | likes=2 | tags: transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.16609
452. Qwen/CodeQwen1.5-7B-AWQ | pipeline=text-generation | likes=2 | tags: transformers, safetensors, qwen2, text-generation, pretrained, conversational, en, arxiv:2309.16609
453. Qwen/Qwen2.5-Coder-1.5B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=2 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
454. Qwen/Qwen2.5-Coder-0.5B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=1 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
455. Qwen/Qwen2.5-Coder-0.5B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=1 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
456. Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int8 | pipeline=text-generation | likes=1 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
457. Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4 | pipeline=text-generation | likes=1 | tags: transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen
458. Qwen/Qwen3-VL-235B-A22B-Thinking-GGUF | pipeline=image-text-to-text | likes=1 | tags: gguf, image-text-to-text, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, base_model:Qwen/Qwen3-VL-235B-A22B-Thinking, base_model:quantized:Qwen/Qwen3-VL-235B-A22B-Thinking
